nesdis_id,nwsli,state_code,latitude_d,longitude_d,owner_code,pe1,pe2,pe3,pe4,pe5,pe6,pe7,pe8,pe9,pe10,pe11,pe12,pe13,pe14,pe15,pe16,pe17,pe18,pe19,pe20,pe21,p322,pe23,pe24,pe25
DDDFE12A,CLBT2,TX,31.5925,-100.637,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
163AE84A,CLCT2,TX,29.5542,-95.0256,USGS01,US,UD,HP,HG,,,,,,,,,,,,,,,,,,,,
DD6FA3E8,CLDT2,TX,30.3364,-95.1039,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
DE309644,CLRT2,TX,32.3447,-100.919,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
DE4C441C,CMHT2,TX,32.2436,-101.311,USGS01,HP,,,,,,,,,,,,,,,,,,,,,,,
0091673A,CMKT2,TX,29.6764,-101,USIBWC,HG,PC,VB,,,,,,,,,,,,,,,,,,,,,
DD5C5212,CMNT2,TX,30.835,-96.9464,USGS01,HG,PC,,,,,,,,,,,,,,,,,,,,,,
170AB136,CMOT2,TX,29.71,-98.1314,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
1767660A,CMRT2,TX,29.7089,-98.1333,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
DE914A52,CNCT2,TX,29.4883,-99.7044,USGS01,PC,HG,TW,WC,,,,,,,,,,,,,,,,,,,,
DD7972D0,CNLT2,TX,32.6386,-96.485,USGS01,PC,HG,,,,,,,,,,,,,,,,,,,,,,
DD11E126,CNVT2,TX,33.5544,-96.9469,USGS01,HG,,,,,,,,,,,,,,,,,,,,,,,
88428496,COAT2,TX,31.9242,-98.5972,TXFSRA,PC,US,UD,TA,MT,XR,VB,PA,MM,UR,UP,RW,,,,,,,,,,,,
16843550,CODT2,TX,29.16,-96.5461,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
DD7100E6,COMT2,TX,29.9653,-98.8972,USGS01,HG,VB,,,,,,,,,,,,,,,,,,,,,,
